symbol	cate	logFC	sign	adj.P.Val
Mcm6	X20H - S20H	1.9722	Up	0.0031
Specc1	X20H - S20H	1.1998	Up	0.0031
Prss8	X20H - S20H	-1.8171	Down	0.0031
2810007J24Rik	X20H - S20H	-1.644	Down	0.0032
Hgf	X20H - S20H	1.3286	Up	0.0033
Gja4	X20H - S20H	1.3907	Up	0.0033
Ly6c2	X20H - S20H	4.4876	Up	0.0033
Dusp8	X20H - S20H	1.4298	Up	0.0033
Gm13074	X20H - S20H	9.3508	Up	0.0034
Cidec	X20H - S20H	3.0785	Up	0.0034
BC029214	X20H - S20H	-1.8204	Down	0.0034
Mcm5	X20H - S20H	2.3435	Up	0.0035
Gm5843	X20H - S20H	-10.2983	Down	0.0035
Tfrc	X20H - S20H	1.276	Up	0.0035
Ccna2	X20H - S20H	2.3916	Up	0.0035
Ncapg2	X20H - S20H	2.1164	Up	0.0035
Csad	X20H - S20H	-1.6007	Down	0.0035
Rdh9	X20H - S20H	1.1894	Up	0.0035
Slc16a5	X20H - S20H	1.7274	Up	0.0035
Dsg1c	X20H - S20H	-2.3356	Down	0.0036
Gm7334	X20H - S20H	1.4694	Up	0.0037
Keg1	X20H - S20H	-1.8537	Down	0.0039
Hdx	X20H - S20H	5.7191	Up	0.004
Neu3	X20H - S20H	1.6532	Up	0.0042
Ccdc34	X20H - S20H	1.3564	Up	0.0042
Gdf10	X20H - S20H	1.2261	Up	0.0042
Mmp24	X20H - S20H	8.5612	Up	0.0044
Cyp3a57	X20H - S20H	4.0807	Up	0.0045
Fstl3	X20H - S20H	4.3546	Up	0.0046
Themis	X20H - S20H	7.4441	Up	0.0049
Ahr	X20H - S20H	1.1423	Up	0.005
Bglap-rs1	X20H - S20H	4.3015	Up	0.0051
Ly6a	X20H - S20H	1.0982	Up	0.0052
Nipal1	X20H - S20H	2.4511	Up	0.0053
Gpx3	X20H - S20H	1.1779	Up	0.0053
Mup-ps20	X20H - S20H	-9.143	Down	0.0053
Rps15-ps2	X20H - S20H	5.8795	Up	0.0055
Rad51	X20H - S20H	2.2522	Up	0.0055
Ptrh1	X20H - S20H	1.1835	Up	0.0056
Ces1e	X20H - S20H	-1.0097	Down	0.0057
A430105J06Rik	X20H - S20H	6.6931	Up	0.0057
Rbm3	X20H - S20H	1.0908	Up	0.0057
Samd4	X20H - S20H	1.2518	Up	0.0058
Gm14298	X20H - S20H	-7.4886	Down	0.0058
Gm16362	X20H - S20H	-7.6111	Down	0.0059
Gm16358	X20H - S20H	-7.6337	Down	0.0059
Kctd17	X20H - S20H	1.0554	Up	0.006
2010003K11Rik	X20H - S20H	1.273	Up	0.006
Gm13309	X20H - S20H	4.1156	Up	0.006
Mup-ps2	X20H - S20H	-2.0306	Down	0.006
Gm16356	X20H - S20H	-7.8945	Down	0.006
Vegfb	X20H - S20H	-1.1063	Down	0.0061
Acmsd	X20H - S20H	1.3962	Up	0.0062
Tnfrsf11b	X20H - S20H	1.4838	Up	0.0062
Kit	X20H - S20H	1.3315	Up	0.0063
Gm13824	X20H - S20H	-1.2084	Down	0.0065
Brca1	X20H - S20H	1.3687	Up	0.0067
Smc2	X20H - S20H	1.2074	Up	0.0068
Calml4	X20H - S20H	1.8018	Up	0.0069
Mid1ip1	X20H - S20H	-1.4444	Down	0.007
Gpd2	X20H - S20H	1.0912	Up	0.0071
Dct	X20H - S20H	-1.8913	Down	0.0072
Aox3	X20H - S20H	-1.2738	Down	0.0072
Hsd3b2	X20H - S20H	-1.6338	Down	0.0072
Aqp8	X20H - S20H	-2.2158	Down	0.0072
Gm5638	X20H - S20H	6.8965	Up	0.0074
Gm9705	X20H - S20H	4.4605	Up	0.0074
Igfbp1	X20H - S20H	2.66	Up	0.0074
Gm6485	X20H - S20H	8.7234	Up	0.0077
Rfc4	X20H - S20H	1.0776	Up	0.0077
Cyp4f16	X20H - S20H	1.0804	Up	0.0078
Ces1g	X20H - S20H	-1.1471	Down	0.008
Kcnb1	X20H - S20H	3.7181	Up	0.0081
Mup-ps8	X20H - S20H	-2.2951	Down	0.0081
Gm11035	X20H - S20H	-9.1987	Down	0.0081
Rpl29-ps5	X20H - S20H	8.6835	Up	0.0083
Timeless	X20H - S20H	1.1321	Up	0.0085
2810417H13Rik	X20H - S20H	5.7349	Up	0.0086
Gm5270	X20H - S20H	6.2846	Up	0.0088
Zfp300	X20H - S20H	8.2886	Up	0.0088
Bdh2	X20H - S20H	-1.1873	Down	0.0093
Adam19	X20H - S20H	2.0291	Up	0.0093
Enc1	X20H - S20H	1.3325	Up	0.0095
C920021L13Rik	X20H - S20H	-1.9809	Down	0.0096
Hmmr	X20H - S20H	7.3234	Up	0.0097
Cbr3	X20H - S20H	4.1777	Up	0.01
Satb1	X20H - S20H	3.5344	Up	0.01
Col12a1	X20H - S20H	1.6537	Up	0.0101
Bend4	X20H - S20H	3.3094	Up	0.0102
Ctnnd2	X20H - S20H	7.9092	Up	0.0102
Gm12003	X20H - S20H	8.2053	Up	0.0104
Svep1	X20H - S20H	1.4452	Up	0.0106
Mup-ps19	X20H - S20H	-1.3789	Down	0.0108
Fam198b	X20H - S20H	2.0358	Up	0.0111
Ccne1	X20H - S20H	2.026	Up	0.0111
Boc	X20H - S20H	3.6328	Up	0.0113
Sass6	X20H - S20H	1.194	Up	0.0113
Car13	X20H - S20H	5.0038	Up	0.0113
Pdgfra	X20H - S20H	1.1294	Up	0.0114
Cyp2a4	X20H - S20H	-1.99	Down	0.0114
BC034090	X20H - S20H	4.2648	Up	0.0117
mt-Ti	X20H - S20H	-1.2176	Down	0.0118
Insig2	X20H - S20H	1.1156	Up	0.0119
Gja1	X20H - S20H	1.0341	Up	0.0119
Limd2	X20H - S20H	-1.0376	Down	0.012
Cys1	X20H - S20H	-2.0356	Down	0.0121
Zwilch	X20H - S20H	1.9028	Up	0.0121
Pck1	X20H - S20H	1.4553	Up	0.0121
Rpl22-ps1	X20H - S20H	11.3252	Up	0.0123
Cdk1	X20H - S20H	1.6458	Up	0.0123
F630043A04Rik	X20H - S20H	9.9969	Up	0.0124
Mup-ps10	X20H - S20H	-4.1837	Down	0.0125
Mcm3	X20H - S20H	1.4253	Up	0.0125
Hif3a	X20H - S20H	5.5837	Up	0.0125
1700001C19Rik	X20H - S20H	-1.0121	Down	0.0125
Slc4a4	X20H - S20H	1.0267	Up	0.0125
Mup20	X20H - S20H	-1.3612	Down	0.0128
Cdt1	X20H - S20H	1.4426	Up	0.0132
D130020L05Rik	X20H - S20H	-1.2983	Down	0.0132
Fam33a	X20H - S20H	1.0907	Up	0.0132
Ctps	X20H - S20H	1.0547	Up	0.0136
Arhgap11a	X20H - S20H	1.5574	Up	0.0137
E130203B14Rik	X20H - S20H	1.1484	Up	0.0138
Snora33	X20H - S20H	9.5621	Up	0.0138
Serpinb8	X20H - S20H	-1.626	Down	0.014
Foxf1a	X20H - S20H	4.1484	Up	0.0141
Hsd3b6	X20H - S20H	-1.6601	Down	0.0142
Bhlhb9	X20H - S20H	1.2618	Up	0.0142
Rerg	X20H - S20H	1.1451	Up	0.0142
Efemp2	X20H - S20H	1.05	Up	0.0144
Itgb3	X20H - S20H	1.2863	Up	0.0144
Hes6	X20H - S20H	-1.2645	Down	0.0144
Alpk1	X20H - S20H	1.8838	Up	0.0146
Acss2	X20H - S20H	-1.7372	Down	0.0146
Wnt2	X20H - S20H	1.4133	Up	0.0148
Gm5611	X20H - S20H	7.0788	Up	0.015
Banp	X20H - S20H	-1.0385	Down	0.0155
Muc4	X20H - S20H	4.9044	Up	0.0155
Sc5d	X20H - S20H	-1.0985	Down	0.0156
Ppp1r3d	X20H - S20H	3.3215	Up	0.0156
Mcm4	X20H - S20H	1.2322	Up	0.0157
Mcm2	X20H - S20H	1.3932	Up	0.0159
Egfem1	X20H - S20H	1.7691	Up	0.0163
Spink5	X20H - S20H	4.4704	Up	0.0163
Tubb4a	X20H - S20H	3.7828	Up	0.0164
1700037C18Rik	X20H - S20H	1.4975	Up	0.0164
Mup13	X20H - S20H	-1.2736	Down	0.0165
Ncaph	X20H - S20H	1.508	Up	0.0167
Sprr2b	X20H - S20H	11.8015	Up	0.0167
Gins2	X20H - S20H	2.0756	Up	0.0167
Prim1	X20H - S20H	1.1424	Up	0.0167
Tox2	X20H - S20H	3.5622	Up	0.0168
Cerk	X20H - S20H	1.1683	Up	0.0169
Loxl4	X20H - S20H	1.9059	Up	0.0169
Mup10	X20H - S20H	-1.0495	Down	0.0175
Kirrel	X20H - S20H	1.2215	Up	0.0177
Fn3k	X20H - S20H	-1.0313	Down	0.0177
Slc16a6	X20H - S20H	1.063	Up	0.0178
Cdkn1a	X20H - S20H	2.6447	Up	0.0178
Slc10a6	X20H - S20H	4.8298	Up	0.0179
1300015D01Rik	X20H - S20H	1.4956	Up	0.018
Srebf1	X20H - S20H	-1.4688	Down	0.018
Gm15719	X20H - S20H	1.3379	Up	0.0181
Inhbb	X20H - S20H	1.7339	Up	0.0181
Pdzk1ip1	X20H - S20H	-1.8473	Down	0.0183
Slc1a4	X20H - S20H	1.3506	Up	0.0184
Ccdc102a	X20H - S20H	3.6908	Up	0.0184
Egln3	X20H - S20H	1.0202	Up	0.0184
AL732626.1	X20H - S20H	-13.4702	Down	0.0186
Lrrc51	X20H - S20H	-1.2317	Down	0.0188
Ifrd1	X20H - S20H	1.0004	Up	0.0188
Chek1	X20H - S20H	1.8126	Up	0.0188
Klf4	X20H - S20H	1.4844	Up	0.0188
Wnt9b	X20H - S20H	1.2907	Up	0.0188
Kntc1	X20H - S20H	6.0213	Up	0.0189
Sema4c	X20H - S20H	1.0438	Up	0.0189
Aph1c	X20H - S20H	-1.1179	Down	0.019
Gm15797	X20H - S20H	-10.3228	Down	0.019
Epha7	X20H - S20H	1.7446	Up	0.019
Aacs	X20H - S20H	-1.7653	Down	0.0193
Cd63	X20H - S20H	1.2023	Up	0.0194
Nuf2	X20H - S20H	5.1168	Up	0.0194
1700010K24Rik	X20H - S20H	-8.3516	Down	0.0194
Cbx7	X20H - S20H	-1.0333	Down	0.0194
Cgref1	X20H - S20H	1.6753	Up	0.0195
Vps37d	X20H - S20H	3.793	Up	0.0197
2810432L12Rik	X20H - S20H	3.2355	Up	0.0199
Rgs7	X20H - S20H	9.7903	Up	0.02
Angptl4	X20H - S20H	1.497	Up	0.0201
Cntnap1	X20H - S20H	1.7841	Up	0.0204
Nedd9	X20H - S20H	1.0453	Up	0.0206
Dyrk3	X20H - S20H	1.2997	Up	0.0208
E330016A19Rik	X20H - S20H	4.0258	Up	0.0208
Gm11362	X20H - S20H	3.7463	Up	0.021
Kcnt2	X20H - S20H	1.5575	Up	0.0214
Shisa4	X20H - S20H	5.7296	Up	0.0214
Gm9974	X20H - S20H	9.4133	Up	0.0214
Gm13775	X20H - S20H	-1.8428	Down	0.0214
Gcnt1	X20H - S20H	3.5378	Up	0.0214
Fam118a	X20H - S20H	1.1181	Up	0.0217
Lpar2	X20H - S20H	-1.4211	Down	0.0219
Des	X20H - S20H	1.0953	Up	0.0219
Egr1	X20H - S20H	2.704	Up	0.022
Nid1	X20H - S20H	1.3116	Up	0.0228
Gm15663	X20H - S20H	3.361	Up	0.0229
1200007C13Rik	X20H - S20H	5.6759	Up	0.0229
Prr11	X20H - S20H	6.3732	Up	0.0229
Rarres1	X20H - S20H	-1.0961	Down	0.0232
Gldn	X20H - S20H	6.2345	Up	0.0238
Dennd2a	X20H - S20H	1.0099	Up	0.0241
Mup18	X20H - S20H	-1.2685	Down	0.0243
Mup2	X20H - S20H	-1.2731	Down	0.0243
Gm11261	X20H - S20H	3.8425	Up	0.0243
Racgap1	X20H - S20H	4.0221	Up	0.0245
Rps15a-ps3	X20H - S20H	9.017	Up	0.0245
Gm14416	X20H - S20H	1.1472	Up	0.0251
Eps8	X20H - S20H	1.3653	Up	0.0254
Pou3f4	X20H - S20H	-3.2253	Down	0.0254
Pde5a	X20H - S20H	1.3311	Up	0.0254
Hsd3b5	X20H - S20H	-3.2817	Down	0.0255
Stac	X20H - S20H	-7.8045	Down	0.0256
Serpini1	X20H - S20H	3.001	Up	0.0256
Fanca	X20H - S20H	4.7069	Up	0.0256
Gm4861	X20H - S20H	-3.3267	Down	0.0256
Mup19	X20H - S20H	-1.3146	Down	0.0258
Slc27a1	X20H - S20H	-1.0886	Down	0.0258
Suv39h2	X20H - S20H	1.2039	Up	0.0258
Mup8	X20H - S20H	-1.3179	Down	0.0258
Rgma	X20H - S20H	3.352	Up	0.0261
Mup16	X20H - S20H	-1.3205	Down	0.0261
Lpar1	X20H - S20H	1.3974	Up	0.0265
Samsn1	X20H - S20H	3.4297	Up	0.0265
Chaf1a	X20H - S20H	1.7356	Up	0.0267
Sucnr1	X20H - S20H	-1.5293	Down	0.0284
Gm10581	X20H - S20H	-4.0099	Down	0.0289
Serpinb9b	X20H - S20H	8.0623	Up	0.0289
Ccl21a	X20H - S20H	-2.776	Down	0.0291
Kif14	X20H - S20H	6.7314	Up	0.0298
Gm13094	X20H - S20H	5.8758	Up	0.0299
Kcnq4	X20H - S20H	3.5272	Up	0.0299
Kif4	X20H - S20H	4.5562	Up	0.03
Lum	X20H - S20H	1.1504	Up	0.0303
Osmr	X20H - S20H	1.1401	Up	0.0303
Gm1987	X20H - S20H	-2.776	Down	0.0303
Mup21	X20H - S20H	-1.2756	Down	0.0305
Agpat9	X20H - S20H	1.1998	Up	0.0306
Jun	X20H - S20H	1.3963	Up	0.0306
Mup9	X20H - S20H	-1.3007	Down	0.0308
Gm10653	X20H - S20H	1.4008	Up	0.0314
Cxcr6	X20H - S20H	3.3902	Up	0.0314
Nsg1	X20H - S20H	1.2581	Up	0.0318
AC160534.1	X20H - S20H	-3.2003	Down	0.0318
Cldn5	X20H - S20H	-1.252	Down	0.0318
H2afy2	X20H - S20H	1.4577	Up	0.0321
Mup-ps17	X20H - S20H	-1.6951	Down	0.0323
Gm17390	X20H - S20H	7.3994	Up	0.0326
Ect2	X20H - S20H	1.5408	Up	0.0327
Rad18	X20H - S20H	1.1595	Up	0.0329
Fam189a1	X20H - S20H	7.116	Up	0.0332
Gm20419	X20H - S20H	1.4951	Up	0.0332
Anks6	X20H - S20H	2.982	Up	0.0333
Gm10309	X20H - S20H	6.0685	Up	0.0333
Gadd45g	X20H - S20H	1.9898	Up	0.0335
Wisp1	X20H - S20H	1.485	Up	0.0336
Mup1	X20H - S20H	-1.4222	Down	0.0337
Cysltr1	X20H - S20H	3.3398	Up	0.0341
Hells	X20H - S20H	1.9289	Up	0.0342
Mill2	X20H - S20H	3.6759	Up	0.0343
Gm13311	X20H - S20H	-3.5818	Down	0.0343
Bbc3	X20H - S20H	-1.2037	Down	0.0344
Gm14470	X20H - S20H	10.4399	Up	0.0345
Gm7008	X20H - S20H	7.1691	Up	0.0348
Galntl2	X20H - S20H	-1.457	Down	0.0349
mt-Td	X20H - S20H	7.1652	Up	0.035
Gm5544	X20H - S20H	10.829	Up	0.0351
Mup12	X20H - S20H	-1.4236	Down	0.0351
Syngr4	X20H - S20H	9.1536	Up	0.0351
Gm13864	X20H - S20H	1.4846	Up	0.0351
Mup11	X20H - S20H	-1.3445	Down	0.0351
Nckap5	X20H - S20H	4.4491	Up	0.0351
Sult1c2	X20H - S20H	-1.7128	Down	0.0352
Lama3	X20H - S20H	-1.2945	Down	0.0352
Cml3	X20H - S20H	-2	Down	0.0352
Mthfd1l	X20H - S20H	1.1945	Up	0.0353
Gm1335	X20H - S20H	-3.9295	Down	0.0354
Gbp1	X20H - S20H	-5.7733	Down	0.036
Insig1	X20H - S20H	-1.4083	Down	0.0363
Layn	X20H - S20H	1.5409	Up	0.0365
Lynx1	X20H - S20H	1.3153	Up	0.0367
Gm10874	X20H - S20H	9.0958	Up	0.0368
Tcea3	X20H - S20H	-1.0228	Down	0.038
4930547N16Rik	X20H - S20H	6.9284	Up	0.0387
Gm14081	X20H - S20H	-3.0076	Down	0.0395
Gnat1	X20H - S20H	1.5	Up	0.0396
Rbl1	X20H - S20H	1.264	Up	0.0396
Mup15	X20H - S20H	-1.5205	Down	0.0396
Ccdc99	X20H - S20H	5.1231	Up	0.0398
Gm14405	X20H - S20H	1.1217	Up	0.0401
4930415F15Rik	X20H - S20H	-6.1845	Down	0.0401
Gm15492	X20H - S20H	7.908	Up	0.0407
Gm11410	X20H - S20H	7.116	Up	0.0418
Disp2	X20H - S20H	1.1354	Up	0.0418
Gm13596	X20H - S20H	-4.0636	Down	0.0418
Lekr1	X20H - S20H	1.6714	Up	0.042
Gm13008	X20H - S20H	-3.7764	Down	0.0422
C1qtnf3	X20H - S20H	6.5241	Up	0.0425
Gm15441	X20H - S20H	5.8335	Up	0.0425
C1qtnf6	X20H - S20H	1.1443	Up	0.0429
Rpl13a-ps1	X20H - S20H	10.6574	Up	0.043
Lrit2	X20H - S20H	-1.3133	Down	0.0434
Gm3550	X20H - S20H	4.8014	Up	0.0435
Slc22a3	X20H - S20H	1.126	Up	0.0438
Pdx1	X20H - S20H	-2.7696	Down	0.0438
Rdh11	X20H - S20H	-1.1746	Down	0.0439
Ung	X20H - S20H	1.1514	Up	0.0442
Rcan2	X20H - S20H	1.0552	Up	0.0443
4930422G04Rik	X20H - S20H	1.6292	Up	0.0443
Fam35a	X20H - S20H	1.1058	Up	0.0444
Rasd1	X20H - S20H	5.4854	Up	0.0444
Gm11201	X20H - S20H	-3.4763	Down	0.0444
Xrcc2	X20H - S20H	1.0741	Up	0.0445
Kif18a	X20H - S20H	3.4746	Up	0.0446
Ada	X20H - S20H	1.1479	Up	0.0446
Gm13430	X20H - S20H	1.0304	Up	0.0446
Lass6	X20H - S20H	1.2108	Up	0.0446
Ndufa4l2	X20H - S20H	-1.2367	Down	0.0447
Popdc2	X20H - S20H	7.92	Up	0.0447
Gm4477	X20H - S20H	-2.3008	Down	0.0453
Alms1-ps1	X20H - S20H	2.9947	Up	0.0455
Pmvk	X20H - S20H	-1.2246	Down	0.0458
Tchh	X20H - S20H	1.8233	Up	0.0458
Per3	X20H - S20H	-1.6149	Down	0.0464
Zhx2	X20H - S20H	1.244	Up	0.0466
H2-M10.5	X20H - S20H	3.0197	Up	0.0466
Chi3l1	X20H - S20H	6.6096	Up	0.0466
AC159266.1	X20H - S20H	3.7866	Up	0.0468
Gm12716	X20H - S20H	-2.9715	Down	0.0471
Klf17	X20H - S20H	2.6281	Up	0.0474
AI118078	X20H - S20H	1.4696	Up	0.0474
Mup17	X20H - S20H	-1.5279	Down	0.0476
Il1r1	X20H - S20H	1.4471	Up	0.0479
Gm15319	X20H - S20H	8.8561	Up	0.0479
Gm10606	X20H - S20H	8.7246	Up	0.0482
Cabp1	X20H - S20H	8.7969	Up	0.0487
B130011K05Rik	X20H - S20H	-2.9029	Down	0.0488
Plk4	X20H - S20H	1.1063	Up	0.049
Bmf	X20H - S20H	-1.4807	Down	0.049
Neurl2	X20H - S20H	-1.0995	Down	0.049
Gm14387	X20H - S20H	1.2818	Up	0.049
Cenpe	X20H - S20H	4.1984	Up	0.0492
Gm7984	X20H - S20H	1.1911	Up	0.0496
Gm10362	X20H - S20H	1.5633	Up	0.05
Smc4	X48H - S48H	3.8776	Up	2.4682e-24
Cdca3	X48H - S48H	6.508	Up	1.7491e-23
Tacc3	X48H - S48H	5.4876	Up	2.2572e-22
Kpna2	X48H - S48H	2.7609	Up	3.833e-22
Cdkn2c	X48H - S48H	3.4728	Up	3.833e-22
Ncapd2	X48H - S48H	4.3453	Up	6.336e-22
D17H6S56E-5	X48H - S48H	7.6813	Up	3.9578e-21
Nek2	X48H - S48H	5.3259	Up	9.1007e-21
Eri2	X48H - S48H	2.7418	Up	1.116e-20
Kif20a	X48H - S48H	7.2113	Up	1.116e-20
Tmem194	X48H - S48H	2.8264	Up	3.7909e-20
Stmn1	X48H - S48H	5.0486	Up	3.8424e-20
Gm10184	X48H - S48H	2.775	Up	3.9828e-20
Gm10259	X48H - S48H	2.7729	Up	3.9828e-20
Cdk1	X48H - S48H	6.6564	Up	3.9828e-20
Mad2l1	X48H - S48H	4.7737	Up	4.1034e-20
Cenpa	X48H - S48H	4.964	Up	4.1034e-20
Kif11	X48H - S48H	5.6497	Up	4.6897e-20
Aurka	X48H - S48H	6.4518	Up	1.2922e-19
Spc25	X48H - S48H	4.7998	Up	1.2984e-19
C330027C09Rik	X48H - S48H	5.7212	Up	1.4839e-19
Gm11223	X48H - S48H	5.0885	Up	1.7717e-19
G2e3	X48H - S48H	3.3375	Up	1.9784e-19
Plk4	X48H - S48H	5.1331	Up	3.0025e-19
Incenp	X48H - S48H	5.0798	Up	6.5893e-19
Ift80	X48H - S48H	2.3729	Up	8.8701e-19
Smc2	X48H - S48H	4.231	Up	1.0072e-18
Poc1a	X48H - S48H	3.3136	Up	1.9775e-18
Hmgb2	X48H - S48H	4.0733	Up	2.0636e-18
Arhgap11a	X48H - S48H	5.8214	Up	2.0636e-18
Rad21	X48H - S48H	1.7275	Up	2.0636e-18
Ncaph2	X48H - S48H	1.4023	Up	2.0636e-18
Tmem48	X48H - S48H	2.63	Up	2.293e-18
Fam33a	X48H - S48H	4.0028	Up	3.741e-18
Tyms	X48H - S48H	2.8383	Up	3.741e-18
Anln	X48H - S48H	6.2946	Up	8.7727e-18
Ckap5	X48H - S48H	2.3598	Up	1.0878e-17
Suv39h1	X48H - S48H	2.5956	Up	1.1023e-17
Dbf4	X48H - S48H	3.8762	Up	1.3567e-17
Ccdc34	X48H - S48H	4.2615	Up	1.3567e-17
Calm2	X48H - S48H	1.5236	Up	1.4176e-17
H2afz	X48H - S48H	2.246	Up	2.7172e-17
Vars	X48H - S48H	1.8298	Up	4.3127e-17
Ncaph	X48H - S48H	5.3709	Up	4.8033e-17
Gm5620	X48H - S48H	2.5521	Up	6.4891e-17
Gm14150	X48H - S48H	2.6593	Up	6.4891e-17
Reep4	X48H - S48H	3.1637	Up	6.5149e-17
Ccnb2	X48H - S48H	7.6467	Up	6.5627e-17
Gm12428	X48H - S48H	1.7188	Up	7.1537e-17
Ccna2	X48H - S48H	7.0809	Up	8.4755e-17
6720463M24Rik	X48H - S48H	4.1319	Up	1.0475e-16
Cenpn	X48H - S48H	4.6629	Up	1.3594e-16
Sae1	X48H - S48H	2.0001	Up	1.5429e-16
Cdca8	X48H - S48H	5.2689	Up	1.5429e-16
Kif20b	X48H - S48H	5.8954	Up	2.0909e-16
Ezh2	X48H - S48H	2.5547	Up	2.5069e-16
Tuba1b	X48H - S48H	2.6594	Up	3.0504e-16
Hn1	X48H - S48H	2.1506	Up	3.0868e-16
Gm8203	X48H - S48H	2.2511	Up	4.2544e-16
Gm13237	X48H - S48H	3.9933	Up	4.5076e-16
Tmpo	X48H - S48H	1.8817	Up	4.7098e-16
Ilf2	X48H - S48H	1.5058	Up	5.9126e-16
Bub3	X48H - S48H	1.583	Up	5.9126e-16
Birc5	X48H - S48H	6.2529	Up	1.256e-15
Gm17383	X48H - S48H	2.476	Up	1.7657e-15
Rrm1	X48H - S48H	2.7895	Up	2.1068e-15
Ccdc77	X48H - S48H	2.7591	Up	2.1068e-15
Gtse1	X48H - S48H	6.5266	Up	2.5057e-15
Hyls1	X48H - S48H	4.36	Up	2.8088e-15
Ywhah	X48H - S48H	1.5625	Up	3.0777e-15
Hmgn2	X48H - S48H	2.3517	Up	4.1212e-15
Tuba1a	X48H - S48H	2.3063	Up	4.4467e-15
Hmgn2-ps1	X48H - S48H	2.4573	Up	4.8166e-15
H2afx	X48H - S48H	3.118	Up	6.0719e-15
2700094K13Rik	X48H - S48H	3.3122	Up	6.6611e-15
Gas2l3	X48H - S48H	4.0716	Up	7.0448e-15
Calm3	X48H - S48H	1.5015	Up	1.1635e-14
5930416I19Rik	X48H - S48H	2.0276	Up	1.1635e-14
Map4k4	X48H - S48H	3.0661	Up	1.2641e-14
Aaas	X48H - S48H	2.2432	Up	1.2936e-14
Tubb6	X48H - S48H	4.7106	Up	1.4227e-14
Cenpw	X48H - S48H	3.2478	Up	1.4861e-14
Gen1	X48H - S48H	3.7475	Up	1.8594e-14
Pole3	X48H - S48H	1.184	Up	1.8953e-14
Mybl1	X48H - S48H	5.9912	Up	1.8953e-14
Serpinb8	X48H - S48H	4.8983	Up	1.9866e-14
Rtel1	X48H - S48H	1.8271	Up	2.151e-14
Gpx7	X48H - S48H	4.005	Up	3.275e-14
Zwilch	X48H - S48H	5.549	Up	3.4446e-14
Lmnb1	X48H - S48H	2.7171	Up	3.7609e-14
Gm13160	X48H - S48H	3.5868	Up	4.5719e-14
Gm4169	X48H - S48H	3.5868	Up	4.5719e-14
Sass6	X48H - S48H	3.4134	Up	5.2263e-14
Alg13	X48H - S48H	1.4436	Up	5.2263e-14
Ect2	X48H - S48H	5.0404	Up	5.3425e-14
Neurl1b	X48H - S48H	6.7655	Up	5.6857e-14
Cenpq	X48H - S48H	2.9376	Up	7.449e-14
Cdc20	X48H - S48H	8.3408	Up	7.8642e-14
Alg8	X48H - S48H	1.8432	Up	8.605e-14
Arl6ip1	X48H - S48H	1.4807	Up	1.0338e-13
4632419I22Rik	X48H - S48H	1.357	Up	1.0494e-13
Kifc5b	X48H - S48H	5.6054	Up	1.1003e-13
Tinf2	X48H - S48H	1.6336	Up	1.3906e-13
Rad18	X48H - S48H	3.7022	Up	1.4158e-13
Cdc27	X48H - S48H	1.2266	Up	1.4398e-13
Bub1b	X48H - S48H	5.5962	Up	1.6243e-13
Gm10282	X48H - S48H	2.2536	Up	1.6618e-13
Vrk1	X48H - S48H	1.8546	Up	1.6619e-13
Cenpt	X48H - S48H	3.114	Up	2.1889e-13
Haus6	X48H - S48H	2.4408	Up	2.2521e-13
Xpo1	X48H - S48H	1.8038	Up	2.413e-13
Cdc23	X48H - S48H	1.3286	Up	2.413e-13
Gm12919	X48H - S48H	2.9134	Up	2.4715e-13
Uaca	X48H - S48H	1.6791	Up	2.9382e-13
Tubb4b	X48H - S48H	2.0226	Up	4.6797e-13
Gm6682	X48H - S48H	2.5992	Up	4.6797e-13
Brd9	X48H - S48H	1.7175	Up	4.727e-13
Brd8	X48H - S48H	1.4921	Up	4.7839e-13
Ube2c	X48H - S48H	7.9061	Up	5.0778e-13
Gm13310	X48H - S48H	2.9273	Up	5.2939e-13
Fam122b	X48H - S48H	2.0732	Up	5.3563e-13
Tuba1c	X48H - S48H	2.2514	Up	5.6765e-13
Blm	X48H - S48H	3.1272	Up	5.8375e-13
Kif22	X48H - S48H	6.2518	Up	6.4296e-13
Ttf2	X48H - S48H	1.7924	Up	6.6021e-13
Top2a	X48H - S48H	6.4903	Up	6.709e-13
4930579G24Rik	X48H - S48H	4.0349	Up	7.46e-13
Tubd1	X48H - S48H	2.0219	Up	7.5448e-13
Tpx2	X48H - S48H	7.3377	Up	7.8906e-13
Hjurp	X48H - S48H	2.237	Up	7.9219e-13
Cdkn2aipnl	X48H - S48H	1.1864	Up	9.8204e-13
Nde1	X48H - S48H	1.7667	Up	1.0866e-12
Ube2t	X48H - S48H	4.7144	Up	1.2183e-12
Anapc5	X48H - S48H	1.0623	Up	1.483e-12
Myef2	X48H - S48H	1.8503	Up	1.6062e-12
Topbp1	X48H - S48H	2.2485	Up	1.6504e-12
Nup107	X48H - S48H	2.0317	Up	1.9127e-12
Ddx39	X48H - S48H	1.5622	Up	1.9127e-12
0610037P05Rik	X48H - S48H	1.1291	Up	2.0914e-12
Snx7	X48H - S48H	1.3807	Up	2.1783e-12
Lin54	X48H - S48H	1.964	Up	2.7326e-12
Taf9	X48H - S48H	1.1511	Up	2.8119e-12
Rangap1	X48H - S48H	1.8154	Up	2.8766e-12
Dnajc10	X48H - S48H	1.8629	Up	3.054e-12
AC175035.1	X48H - S48H	2.0363	Up	3.2333e-12
Ubl4	X48H - S48H	1.0822	Up	3.2333e-12
